"fixture","class","subclass","idA","idB","idC","row","value","limit","relation","note"
"Track C","d","adjacent","__dup_Y_2","Y","__union_4",1,120,120,"self-duplicate",NA
"Real 375","b","off-centre","__union_97","KUENM8","__dup_P87V3K_1",1,0.499999999999864,1.99999999997173,"genuine","anchor founder: FALSE"
"Real 375","b","off-centre","__union_114","WCPXHD","7KWRZK",2,0.500000000026034,2.00000000004909,"B1","anchor founder: FALSE"
"Real 375","b","off-centre","__union_130","WCPXHD","SQ908D",2,1.0000000000176,3.00000000005261,"B1","anchor founder: FALSE"
"Real 375","b","off-centre","__union_137","WCPXHD","__dup_MK90CB_1",2,1.50000000001845,4.00000000003712,"genuine","anchor founder: FALSE"
"Real 375","b","off-centre","__union_191","HV7LZ3","B2U6J7",4,0.999999999999924,2.99999999998495,"B1","anchor founder: FALSE"
"Real 375","b","off-centre","__union_228","LVK7AI","__dup_8NQX52_1",6,0.499999999999955,2.00000000000001,"genuine","anchor founder: FALSE"
"Real 375","c","c-arc-inside","__dup_D8FYZV_1","D8FYZV","KWKJXQ",0,24.5374741121226,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_D8FYZV_1","D8FYZV","1ZERVB",0,0.4037840391874,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_D8FYZV_1","D8FYZV","__dup_PQX22G_2",0,22.7231648054965,25,NA,"duplicate-individual-duplicate"
"Real 375","c","c-arc-inside","__dup_G8EBU9_1","G8EBU9","8DKELJ",0,0.403783782284979,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_G8EBU9_1","G8EBU9","__dup_5A6DFT_1",0,22.7231648813933,25,NA,"duplicate-individual-duplicate"
"Real 375","c","c-arc-inside","__dup_G8EBU9_1","G8EBU9","__dup_QWUKUY_2",0,24.5374741353456,25,NA,"duplicate-individual-duplicate"
"Real 375","c","c-arc-inside","M0YNUR","__dup_M0YNUR_1","0FKJ81",0,19.6391453165556,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","M0YNUR","__dup_M0YNUR_1","3XP1ZD",0,10.9754454443786,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","__dup_RYP77M_1","RYP77M","LVP52A",0,7.69162269780894,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_RYP77M_1","RYP77M","28XSME",0,5.86347620571506,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_RYP77M_1","RYP77M","__union_24",0,4.14272270748206,6,NA,"duplicate-individual-union"
"Real 375","c","c-arc-inside","__dup_D8FYZV_2","D8FYZV","Q8MRCZ",0,10.877928333296,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_D8FYZV_2","D8FYZV","RD3WB2",0,23.1678351342017,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_E2D59U_1","E2D59U","IX0KKP",0,24.3314460010186,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_E2D59U_1","E2D59U","__dup_WDBGPF_1",0,7.61252230823591,25,NA,"duplicate-individual-duplicate"
"Real 375","c","c-arc-inside","1X40V5","__dup_1X40V5_2","5A6DFT",0,11.9590444854543,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","C6E1D9","__dup_C6E1D9_1","__dup_WDBGPF_2",0,11.7667086554934,25,NA,"individual-duplicate-duplicate"
"Real 375","c","c-arc-inside","RYP77M","__dup_RYP77M_2","L2I39Y",0,10.9754458165526,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","RYP77M","__dup_RYP77M_2","C6E1D9",0,19.6391453437018,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","__dup_D8FYZV_3","D8FYZV","BM40IX",0,2.8229133477902,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_D8FYZV_3","D8FYZV","__dup_RD3WB2_1",0,24.2869095707909,25,NA,"duplicate-individual-duplicate"
"Real 375","c","c-arc-inside","CMJQGU","__dup_CMJQGU_1","AE08C8",0,11.7890809632508,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","D8FYZV","__dup_D8FYZV_4","BD7MNF",0,12.5176887386209,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","RYP77M","__dup_RYP77M_3","L2I39Y",0,2.0596884625847,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","RYP77M","__dup_RYP77M_3","__union_31",0,1.5053087279816,6,NA,"individual-duplicate-union"
"Real 375","c","c-arc-inside","7NBKWE","__dup_7NBKWE_3","RXPJPP",0,24.6813743855306,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","7NBKWE","__dup_7NBKWE_3","Y7IUMX",0,13.2742038406887,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","7NBKWE","__dup_7NBKWE_3","RJHF0G",0,19.4414346664613,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","7NBKWE","__dup_7NBKWE_3","__union_44",0,3.96170541656285,6,NA,"individual-duplicate-union"
"Real 375","c","c-arc-inside","KUENM8","__dup_KUENM8_1","HCY8QM",0,3.95041604800711,25,NA,"individual-duplicate-individual"
"Real 375","c","c-arc-inside","__dup_L31S6S_4","L31S6S","UYZ1DD",0,14.2178837019081,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_L31S6S_4","L31S6S","__dup_IP1TGT_1",0,21.3939091777123,25,NA,"duplicate-individual-duplicate"
"Real 375","c","c-arc-inside","__dup_L31S6S_4","L31S6S","__union_11",0,3.73360671401953,6,NA,"duplicate-individual-union"
"Real 375","c","c-arc-inside","__dup_MY1AEU_4","MY1AEU","A3A34I",0,13.4288288633525,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_MY1AEU_4","MY1AEU","C6E1D9",0,21.8553602519595,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_QWUKUY_3","QWUKUY","D8FYZV",0,8.1574724255006,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_QWUKUY_3","QWUKUY","AE08C8",0,24.187084757685,25,NA,"duplicate-individual-individual"
"Real 375","c","c-arc-inside","__dup_P87V3K_1","P87V3K","BD7MNF",0,0.952397687003106,25,NA,"duplicate-individual-individual"
